id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F364	98.9753	262.7	1921	CH2NOS	singleton	258.12	267.29	46	185292055	0.8	0.8	11	8	20777688	41064149	30147168	26083720	30711002	8488013	20810022	7526598
F367	155.0815	22.95	kp43_154.0742		M0,M+H+	18.38	27.54	426	15518706	1.0	0.95	66	8	3805550	434374	587983	499451	381912	4073843	3892197	3374495
F371	155.0815	197.1	_singleton_1865	C7H8N2O	singleton	192.54	200.92	426	18022561	1.0	0.8	8	8	1926556	2885575	2861769	3031339	2769569	1832765	2085447	1797934
F372	196.0969	22.58	_singleton_1888	C10H11NO2	singleton	18.01	27.15	788	5780953	1.0	0.84	93	8	440092	1082113	1284808	1021545	683451	425198	437549	376127
F374	196.0969	163.81	1890	C10H11NO2	singleton	159.26	167.65	788	1733670	0.95	0.88	4	8	157290	215909	329887	200625	147965	172831	311339	193756
F376	241.1548	142.87	kp44_199.1209		M0,ACN	141.35	145.18	1145	19263453	1.0	0.98	16	8	2079414	597902	3974001	3695958	4002064	1902815	1756340	1604291
F382	241.1548	203.22	kp46_240.1475		M0,M+H+	198.62	207.81	1145	88441972	1.0	0.94	61	8	11360056	10598947	10171412	11059698	11906757	11620389	11198887	10845519
F383	155.1067	105.33	1880	C9H12O	singleton	100.72	110.04	427	3955612	1.0	1.0	565	4	880884	0	0	0	0	1092748	942353	1013314
F385	242.0377	147.41	kp47_241.0304		M0,M+H+	145.55	151.95	1147	101543253	1.0	0.75	14847	8	14555077	12641211	11198199	11043463	10246601	14508122	13261382	13537613
F390	99.0917	229.15	1926	C5H7N	singleton	224.67	233.68	49	20156977	1.0	0.93	5	8	2090866	3568779	3099898	3254251	3196276	2220136	1782233	2096365
F391	242.1	131.45	1927	C9H17NO5	singleton	126.85	134.53	1148	6517661	1.0	0.88	548	7	943528	915061	1018169	1100182	842196	833245	819749	0
F406	242.1751	16.89	1931	C13H20O3	singleton	15.75	18.76	1151	540916	1.0	0.99	11	2	243060	0	0	0	0	0	0	314129
F407	100.0505	93.39	_singleton_1932	C3H2N2O	singleton	91.5	98.0	50	8755911	1.0	0.79	4	8	1198253	1081666	1704994	1342504	1103280	1179092	1012946	1080675
F409	156.0066	7.39	1934	C7H8S2	singleton	5.86	8.91	431	1075722	1.0	0.97	215	1	0	1086484	0	0	0	0	0	0
F410	156.0066	19.88	kp1255_154.9994		M0,M+H+	18.38	21.82	431	1927071	1.0	0.99	383	2	813901	0	0	0	0	0	1123174	0
F411	156.0421	141.35	kp49_117.0789		M0,K/H	136.83	145.92	432	708343128	1.0	1.0	793249	8	1034956833	483699590	920128817	1084630977	1258612105	1030196879	1003343333	983680609
F413	156.0722	132.6	kp40_154.0615		13C/12C,M+H+	127.99	137.22	433	619341036	1.0	0.98	188	8	86434147	121986398	108757877	115421780	119645591	90992433	79418924	78248955
F415	100.0757	21.43	kp51_99.0684		M0,M+H+	16.89	25.97	51	202191097	1.0	0.98	88	8	34950773	17357698	16592052	17303607	18753306	36505460	35510546	35086148
F416	100.0757	58.0	kp52_99.0684		M0,M+H+	53.39	62.17	51	44639497	1.0	1.0	9	8	5138774	6812543	9118176	8978300	8774723	5445031	5273318	5256036
F419	196.1445	7.39	kp53_154.1107		M0,ACN	3.93	9.67	792	12802950	1.0	0.97	11	8	839305	9092331	580741	1010849	750855	587143	723979	814289
F420	196.1445	12.72	kp54_154.1107		M0,ACN	9.67	15.37	792	12478838	1.0	0.96	11	8	747245	646812	503513	8705603	988616	832744	684793	801915
F421	196.1445	19.14	kp55_154.1107		M0,ACN	15.37	23.7	792	43404165	1.0	0.98	28	8	8370562	916601	1043146	1083775	8585893	9458691	8417172	7516174
F422	196.1445	83.62	kp1254_154.1107		M0,ACN	76.75	88.53	792	13028792	0.95	0.87	3	8	1867005	2358351	2451150	2256979	2236652	1697423	1649362	1621651
F428	243.134	134.91	1944	C11H16N2O3	singleton	133.76	136.83	1154	869669	0.76	0.93	3	8	101228	96495	160862	118432	111571	73252	98205	101975
F429	156.0768	189.47	kp57_155.0696		M0,M+H+	184.91	193.3	434	1128589569	0.89	0.93	19	8	1722062	407067000	276631327	332777752	280119157	2392637	1658935	1630474
F430	156.0768	197.1	kp58_155.0696		M0,M+H+	193.3	201.7	434	1469806357	0.98	0.91	27	8	7165638	454835565	446380352	268830788	201565534	194882508	5795067	115083541
F431	156.0768	212.04	kp59_155.0695		M0,M+H+	209.34	216.65	434	390285094	0.77	0.99	9	8	72274494	89646533	73518181	34760227	31848540	41565546	68282452	42152008
F432	243.1816	19.14	kp61_242.1737		M0,M+H+	18.01	21.82	1155	4793042	1.0	0.98	1283	5	1500967	297239	181940	0	0	0	1507888	1316008
F433	243.1816	22.95	kp60_242.1739		M0,M+H+	21.82	27.15	1155	85114959	1.0	0.92	23014	8	12278269	12985497	4773724	7424850	10579137	9622185	12586640	11699313
F434	100.112	7.01	_singleton_1945	C6H14N	singleton	2.78	8.91	53	14601573	1.0	0.86	3	8	1416093	12141183	1529806	2817229	1918226	1726030	1536767	1282614
F435	100.112	12.72	kp62_99.1048		M0,M+H+	8.91	15.37	53	19772207	1.0	0.94	4	8	2129285	1542218	1259542	15146846	2907566	2574427	2169842	1861793
F436	100.112	18.76	kp63_99.1048		M0,M+H+	15.37	23.32	53	62058927	1.0	1.0	11	8	15019550	1645371	1894231	1892005	14132132	11326160	14576975	13251563
F441	244.0534	148.91	_singleton_1949	C9H16ClNOS	singleton	147.41	152.34	1157	10241155	1.0	0.95	1215	8	1798481	313414	562892	1344941	1144246	1638564	1658950	1601047
F442	244.0534	154.27	1950	C9H16ClNOS	singleton	152.34	157.74	1157	933971	1.0	0.94	135	6	132042	0	0	53325	223286	161402	180464	198452
F444	244.0793	126.47	1951	C8H15NO6	singleton	121.92	130.28	1158	23366841	1.0	0.96	2005	8	3927935	2218274	2854736	2022788	1482271	3687735	3736343	3240169
F448	156.102	174.19	_singleton_1952	C8H11NO	singleton	170.72	178.82	437	5930118	1.0	0.84	3	8	907053	813296	890804	935593	813379	992655	890557	969960
F449	156.102	185.28	_singleton_1953	C8H11NO	singleton	183.41	189.08	437	10544253	1.0	0.94	9	8	1437816	1956710	1606615	1373934	1097507	1271917	1279092	1464095
F450	156.102	192.16	_singleton_1954	C8H11NO	singleton	189.08	196.35	437	6418229	1.0	0.89	4	8	1408557	375753	471313	537041	488821	1552962	1348330	1385779
F453	196.1809	7.01	_singleton_1957	C11H21N3	singleton	2.78	8.91	793	15392490	0.89	0.81	9	7	2056719	3338120	0	2599361	2373653	2170675	1963793	1724099
F454	196.1809	13.1	_singleton_1958	C11H21N3	singleton	8.91	15.37	793	16919684	0.89	0.73	11	7	2658611	507115	0	3529367	3052030	2946573	2460351	2412793
F455	196.1809	18.38	_singleton_1959	C11H21N3	singleton	15.37	22.95	793	17992296	0.98	0.96	16	7	3965913	372682	0	431130	3474722	3319552	3646565	3585194
F456	196.1809	24.82	_singleton_1960	C11H21N3	singleton	22.95	28.31	793	3424415	0.86	0.86	3	7	639807	484370	0	593158	588271	661029	646359	491514
F457	196.1809	42.59	_singleton_1961	C11H21N3	singleton	38.35	47.22	793	4366579	0.76	0.93	3	7	730874	830498	0	742593	895803	798492	781089	708408
F459	196.1809	80.19	1963	C11H21N3	singleton	75.61	84.76	793	6681474	0.86	0.88	4	7	1131834	1367030	0	1201058	1037177	1117065	947651	965288
F460	244.1544	115.86	kp64_243.1472		M0,M+H+	111.25	119.65	1159	46451620	1.0	0.99	1111	8	4896775	6386220	6935365	6772140	6626839	5044577	5037559	4712211
F461	244.1809	19.51	1964	C15H21N3	singleton	17.63	21.43	1160	1309435	1.0	0.99	236	3	424063	0	0	0	0	0	444304	454011
F465	156.1132	7.39	kp65_155.1059		M0,M+H+	5.86	8.91	438	8430678	1.0	0.99	5	8	124567	9091322	540116	96231	74761	75042	118201	76201
F466	156.1132	12.72	kp66_114.0793		M0,ACN	11.2	14.99	438	10477458	1.0	0.99	5	8	79647	611436	603519	10948544	126828	120094	120564	72225
F467	156.1132	19.14	kp67_114.0793		M0,ACN	16.13	22.95	438	61892203	1.0	0.99	22	8	11804912	1055399	1176266	1451061	13938224	14220825	11093301	10490338
F469	156.1132	98.0	_singleton_1968	C7H10N2O	singleton	94.15	101.86	438	16962881	1.0	0.93	4	8	2462706	2059364	3738701	2983205	2488587	2505572	2248240	2288085
F471	156.1132	114.72	1969	C7H10N2O	singleton	112.04	118.9	438	10776856	0.75	0.98	3	8	1861902	1727536	2120430	1994047	1708263	1757706	1700583	1394351
F472	101.1073	11.58	_singleton_1970	C5H9N	singleton	8.53	15.37	56	13578302	0.74	0.89	6	7	2197143	1234765	0	2326692	2301849	2448700	2315982	2314514
F474	101.1073	26.36	_singleton_1972	C5H9N	singleton	23.32	30.99	56	11119064	0.73	0.96	6	7	2722959	1599145	0	446376	521246	2790212	2690113	2538900
F477	197.0009	253.54	kp48_154.967		M0,ACN	240.93	296.61	796	2231562994	1.0	0.86	12	8	954081547	317054773	235680558	328604829	333851913	896904478	986945895	924965258
F484	197.0841	24.82	kp69_196.0768		M0,M+H+	23.7	28.31	798	23886371	1.0	0.95	6169	7	5893851	0	782364	593579	596472	6119499	5138500	5131560
F485	197.0841	39.9	kp70_196.0768		M0,M+H+	35.25	43.77	798	9599384	1.0	0.97	1359	7	2331237	0	180610	128707	198939	2280564	2406139	2238473
F488	197.0945	17.26	kp1584_356.7019		M0,M+H+, 2x charged	15.75	19.14	800	798715	1.0	0.95	157	1	808719	0	0	0	0	0	0	0
F489	102.0549	164.19	_singleton_1975	C4H7NO2	singleton	160.37	168.8	58	50071750	1.0	0.87	5	8	6480859	7869763	7908751	7450788	6706692	6666657	6128048	6482753
F490	102.0549	196.72	1976	C4H7NO2	singleton	192.92	201.32	58	82831791	1.0	0.86	9	8	17237017	5419988	5777001	6356851	6136657	16096645	16654016	15476250
F497	244.1908	15.75	_singleton_1980	C13H25NO3	singleton	14.23	19.51	1161	9700554	1.0	0.83	21	8	2192490	560769	1007141	545984	661975	1363309	1828467	1654434
F508	157.0392	140.61	kp1290_118.0761		M0,K/H	138.36	144.4	443	27610339	1.0	0.95	3998	8	3371457	1568513	3174792	3964924	4316804	3461336	3340163	3297122
F510	197.1286	17.63	kp36_153.0883		13C/12C*2,ACN	16.13	22.2	801	7718334	0.72	0.86	7	8	1758592	539527	866192	738794	1130786	992069	1676888	1483085
F516	102.0913	19.14	_singleton_1997	C5H11NO	singleton	16.51	21.82	60	20987539	1.0	0.99	4	8	5799252	797143	880101	1164197	5351598	4841977	5200930	4990240
F519	102.0913	183.41	2000	C5H11NO	singleton	179.6	187.94	60	43264093	1.0	0.91	6	8	7028752	6981545	6710785	6769339	7862024	7190761	6960813	6771915
F520	157.0583	12.34	_singleton_2001	C4H10N2O3	singleton	8.53	15.37	446	998072	0.83	0.89	128	7	78705	12205	0	660949	93701	27061	46779	77293
F521	157.0583	19.14	2002	C4H10N2O3	singleton	15.75	23.32	446	3935834	1.0	1.0	502	6	772374	0	0	7784	765288	703871	860740	848424
F533	245.0921	121.17	2011	C13H12N2O3	singleton	118.16	125.7	1164	3414364	1.0	0.97	459	4	846233	0	0	0	0	859808	835712	879698
F535	103.0389	183.41	2013	C4H6O3	singleton	180.75	187.18	63	34875149	1.0	0.92	3871	8	4391261	4723325	4404056	5396794	4217114	4245310	4245697	3904904
F540	157.0716	132.21	2018	C5H5N3O2	singleton	129.14	136.83	448	4619102	1.0	0.97	285	6	690261	959888	774917	777544	846734	0	579126	0
F541	245.1496	102.63	kp1572_488.7895		M0,M+H+, 2x charged	99.93	104.95	1166	6269575	1.0	1.0	197	7	1116233	391629	610934	555898	0	1223987	1198462	1136828
F542	245.1496	143.63	_singleton_2019	C11H18N2O3	singleton	142.1	145.18	1166	1195012	1.0	0.88	18	7	127588	226757	243529	204374	0	159169	131604	146681
F543	245.1496	174.19	2020	C11H18N2O3	singleton	170.72	178.44	1166	5808183	1.0	0.95	89	7	960310	664887	788913	720766	0	933620	884012	876675
F545	197.1649	12.72	kp72_196.1576		M0,M+H+	10.44	14.99	803	11927132	1.0	0.97	7	8	514036	823251	529609	8569856	971660	808740	566859	648641
F546	197.1649	18.38	kp73_155.1311		M0,ACN	14.99	22.95	803	46942450	1.0	0.99	17	8	8290987	2730815	2967192	3096153	8876192	8179670	7647509	7583622
F554	157.0761	112.81	kp74_156.0688		M0,M+H+	108.83	117.41	449	25186195	1.0	0.89	1848	8	2829043	3683293	4096625	3706437	3129409	2952532	2187537	2285574
F556	245.1609	19.14	_singleton_2031	C10H20N4O3	singleton	18.01	21.04	1168	2334689	0.96	0.94	383	5	468591	0	0	0	306538	399852	623437	545271
F557	245.1609	159.26	2032	C10H20N4O3	singleton	157.35	163.81	1168	10068690	1.0	0.82	1312	8	1460967	1122297	1280273	1230061	942538	1393471	1215044	1337940
F560	103.0542	114.72	kp1260_102.0469		M0,M+H+	112.81	118.9	66	41047612	1.0	0.96	4276	8	4739355	5341742	6941331	5237958	4794677	4744763	4471021	4030057
F562	245.186	93.01	kp75_244.1787		M0,M+H+	88.53	97.61	1169	57103388	1.0	0.85	7759	8	11223185	2290846	2962153	2614497	2251652	11416615	11297840	10971286
F566	103.123	245.51	2034	C5H14N2	singleton	240.93	250.1	67	30918048	1.0	0.94	40	4	8388446	0	0	0	0	8247913	7251134	7055555
F567	245.1973	22.2	2035	C11H21N3O2	singleton	19.88	24.07	1170	5236324	1.0	0.93	1042	7	957165	791630	0	484107	672628	629824	938619	783391
F568	104.0528	131.83	2036	C4H9NS	singleton	129.9	136.45	68	8261698	1.0	0.95	1385	7	1039931	1415737	1309538	0	1442717	1114364	922457	888351
F569	245.2264	23.32	2037	C18H28	singleton	21.82	25.59	1171	907610	1.0	0.98	177	2	393346	0	0	0	0	0	525268	0
F570	245.9827	127.61	2038	C8H6O7S	singleton	124.17	132.21	1172	6754100	1.0	1.0	728	8	1015963	623891	732055	717377	769905	926462	1056902	843414
F571	104.0535	131.83	105949		singleton	127.23	136.45	69	1349434	1.0	0.98	193	5	20959	0	9063	1305686	19557	0	0	16211
F572	246.0949	127.99	2039	C8H14N4O5	singleton	125.32	132.6	1173	2145111	1.0	0.97	285	3	722042	0	0	0	0	663065	782729	0
F583	246.1086	116.24	_singleton_2046	C9H12N2O5	singleton	114.34	118.16	1174	4247760	1.0	0.96	697	8	723129	593836	459458	441521	293782	570953	631166	544915
F584	246.1086	126.47	_singleton_2047	C9H12N2O5	singleton	123.79	130.67	1174	25587384	1.0	0.98	3997	8	2251802	3621177	4767245	4237474	3846436	2278432	2170196	2096773
F585	104.0706	150.41	_singleton_1652	C4H7NO	singleton	147.41	154.65	71	33732691	1.0	0.78	7	8	4563269	4834617	4105815	4459441	4099629	4496416	4353305	4168819
F586	104.0706	158.5	_singleton_1653	C4H7NO	singleton	154.65	163.05	71	55032927	1.0	0.91	11	8	7185997	7513858	7146293	7370745	6808161	7184134	7083531	6901403
F587	104.0706	176.51	1654	C4H7NO	singleton	173.81	181.14	71	26907490	1.0	0.84	7	8	4001833	3191681	3346052	3439342	3250991	4075313	4059210	4024762
F588	198.0527	18.01	kp76_197.0453		M0,M+H+	16.89	22.2	806	53136760	1.0	0.96	13063	8	7217501	21848783	3015166	4415380	591256	654171	7336851	6180619
F590	246.1701	108.83	kp77_245.1628		M0,M+H+	105.33	113.57	1175	173460438	1.0	0.77	4344	8	22947035	18503417	24762352	20787041	18966593	23462917	21823412	21292353
F592	104.0827	118.53	105950		singleton	116.24	121.17	75	3184072	1.0	0.9	388	7	262783	0	464702	251128	210922	575310	588448	757875
F593	104.0827	122.68	105951		singleton	121.17	125.7	75	1581897	1.0	0.99	223	7	197873	0	79190	162594	98931	295061	422739	306935
F595	104.0922	118.9	105952		singleton	116.24	123.05	77	1106778	1.0	0.87	129	4	364098	133126	0	0	378260	264338	0	0
F596	104.0939	118.53	105953		singleton	116.63	120.79	79	911832	0.78	0.98	135	4	189913	420397	260609	0	0	55936	0	0
F603	198.0874	162.28	_singleton_2063	C8H8N2O3	singleton	159.63	166.88	809	4182899	1.0	0.99	60	7	611368	766228	687312	496101	0	516791	524422	452038
F604	104.106	90.03	105954		singleton	86.27	94.15	81	4538017	1.0	1.0	169	6	812685	447247	472011	602309	0	0	1098820	993978
F606	104.1069	118.9	kp79_103.0996		M0,M+H+	114.34	123.42	82	904398510	1.0	0.85	834	8	2403065770	2667531364	2452919159	2484284377	2452841201	2396082161	2327204833	2345704980
F607	104.1188	118.53	105955		singleton	116.63	120.79	83	909530	1.0	0.78	127	4	136627	99328	0	349199	0	0	0	352645
F608	104.1188	122.68	105956		singleton	120.79	124.55	83	706960	1.0	0.96	110	4	237893	193462	0	84561	0	0	0	183675
F610	157.1336	18.01	kp1263_156.1263		M0,ACN	15.37	21.82	452	9514631	1.0	0.98	7	8	2281878	153903	366266	231891	1633651	1985260	2145057	2087095
F613	104.1194	118.53	105957		singleton	116.24	121.55	84	1406547	1.0	0.88	195	5	331461	350072	184294	0	458362	109423	0	0
F614	246.2428	4.69	_singleton_2072	C14H28O2	singleton	0.52	7.77	1178	10885273	0.71	0.9	4	8	1460519	1626716	610575	1724810	1438652	1475953	1405515	1356726
F615	246.2428	17.26	_singleton_2073	C14H28O2	singleton	15.37	20.27	1178	3852375	0.71	0.97	3	8	876829	481387	391674	341169	548666	486630	648943	682666
F619	198.1602	7.01	_singleton_2077	C10H19N3O	singleton	5.47	10.44	812	1176107	0.81	0.99	5	2	0	1205921	34882	0	0	0	0	0
F620	198.1602	12.72	_singleton_2078	C10H19N3O	singleton	10.44	15.37	812	1285428	0.81	0.99	5	4	0	50617	46937	1213103	0	0	75853	0
F625	198.1602	228.41	2081	C10H19N3O	singleton	223.91	232.91	812	8545210	1.0	0.96	8	7	47264	1998879	2626429	2125081	1825356	69569	0	115375
F628	246.9513	145.92	2082	C9H8BrClO	singleton	143.63	150.41	1179	5850866	1.0	0.71	339	8	489406	1020392	1101867	1026562	601878	823226	684383	456813
F630	247.0256	42.59	_singleton_2083	C13H8S2	singleton	37.96	47.22	1180	86560941	1.0	0.99	9200	8	11361667	6318678	9465933	12812804	11816688	12879871	12194012	12452058
F634	104.9923	147.04	kp80_103.985		M0,M+H+	142.49	151.56	90	1005853566	1.0	0.99	1396	8	1159758806	1054809327	1054752853	1098093445	1157226174	1174600616	1184751465	1168436484
F635	157.1699	24.44	_singleton_2085	C9H20N2	singleton	22.58	25.97	453	6320104	1.0	0.98	15	8	570226	2129845	581910	619244	646999	629275	609716	754344
F639	198.1853	15.75	2089	C12H21N	singleton	13.48	19.88	814	2934116	1.0	0.9	9	5	582575	0	459442	0	0	673484	661352	553537
F641	105.0423	146.3	_singleton_2091	C3H7NO3	singleton	142.49	150.8	91	32632464	1.0	0.93	225	8	3555045	4005482	4549874	4998078	4673612	3803644	4200864	3749060
F650	247.0932	24.82	_singleton_2049	C9H12N2O5	singleton	20.27	27.15	1181	1877959	0.86	0.73	8	8	94152	379248	78602	524255	294230	252209	145613	143522
F653	247.0932	121.17	_singleton_2052	C9H12N2O5	singleton	120.03	122.68	1181	1315766	0.73	0.85	17	8	218065	152980	42391	313148	270941	89358	104034	132849
F654	247.0932	127.23	_singleton_2053	C9H12N2O5	singleton	122.68	130.28	1181	4829233	0.89	0.75	26	8	557542	502974	239267	1121145	816617	626394	464895	465700
F656	247.0932	160.75	_singleton_2055	C9H12N2O5	singleton	158.88	163.81	1181	3313558	1.0	0.98	37	8	311633	848234	574401	375111	306558	278298	306475	215801
F660	247.0932	216.65	_singleton_2059	C9H12N2O5	singleton	212.42	220.12	1181	10701427	1.0	0.98	133	8	1984070	971350	388215	1317916	1365928	1562232	1737149	1382689
F661	247.0932	223.54	_singleton_2060	C9H12N2O5	singleton	220.12	227.66	1181	3850728	0.85	0.76	29	8	280690	170476	20905	191988	129665	1626252	260956	1266593
F662	247.0932	234.44	2061	C9H12N2O5	singleton	231.78	237.88	1181	3663573	0.94	0.95	45	7	348198	48893	0	123570	49068	1639550	192989	1273286
F663	105.0699	16.13	_singleton_2099	C8H8	singleton	14.61	18.76	92	23454729	1.0	0.97	810	8	5763827	753567	1535094	746422	335585	3954930	5585992	4791312
F664	105.0699	23.32	_singleton_2100	C8H8	singleton	21.82	26.36	92	1235498	1.0	0.8	48	8	272097	95395	115580	60320	85941	255572	253787	116225
F666	105.1039	118.53	105959		singleton	116.24	120.79	93	49519161	1.0	0.96	8176	8	5986682	7283842	6559678	6578230	6017019	5833913	5254818	5364125
F667	105.1039	122.3	105960		singleton	120.79	126.85	93	32058599	1.0	0.98	4466	8	4154534	3542156	3490796	3726544	3807004	4278186	4819269	4247769
F672	247.1289	183.04	kp81_246.1216		M0,M+H+	179.98	186.8	1182	26272525	1.0	0.91	365	8	5953560	1198723	1211529	993451	1126978	5750387	5515151	5608793
F681	158.0402	140.98	kp83_157.033		M0,M+H+	137.6	144.79	456	632971664	1.0	0.97	90458	8	80883668	36617854	71366419	85293350	98580370	80416119	79042658	76851740
F683	199.0391	262.7	2118	C5H12ClN2O2P	singleton	258.12	267.29	817	86169254	0.72	0.79	10	8	10015933	19015027	13628516	11776112	14004263	4197288	9761901	3896249
F684	247.1442	18.38	2119	C14H16N2O	singleton	15.37	22.58	1184	1322675	0.94	0.94	155	7	158469	196085	348820	328378	104158	0	193841	182103
F685	247.1442	85.53	kp84_246.1369		M0,M+H+	80.95	90.03	1184	1032145443	1.0	1.0	16917	8	151458637	154220073	164250233	165759354	150953079	154758872	149513252	144587561
F686	158.0462	141.35	2120	C5H12O2P	singleton	138.36	144.4	457	30017012	1.0	0.96	4286	8	3496302	1671061	3632114	4558763	4417591	3896997	3679364	3702713
F687	105.1129	118.53	105961		singleton	116.63	120.79	95	26748858	1.0	0.93	4597	8	3065260	4187351	3492453	3298508	3364432	3189616	2884519	3094349
F688	105.1129	122.3	_singleton_3227	C4H12N4O	M-CO+H[1+]	120.79	126.85	95	16769243	1.0	0.97	2298	8	2133305	1967019	1670557	2054062	2088579	2220798	2472810	2179113
F696	247.1806	30.61	kp85_246.1733		M0,M+H+	25.97	35.25	1186	114293092	1.0	0.99	455	4	28480837	0	0	0	0	27896148	29650698	28316020
F697	247.1806	55.33	kp86_246.1733		M0,M+H+	50.71	59.91	1186	30665761	1.0	0.96	1634	4	7621725	0	0	0	0	7983804	7829986	7257545
F698	158.068	131.83	_singleton_2121	C6H10N2O3	singleton	129.52	136.45	459	35172993	1.0	0.94	585	8	3661822	5324100	4896796	4923267	5153696	4000257	3374165	3302549
F699	158.068	143.63	2122	C6H10N2O3	singleton	142.1	144.79	459	3874998	1.0	0.99	159	8	134422	1907906	901078	458917	279833	149174	77704	78821
F700	106.0499	174.96	2123	C3H4O3	singleton	173.04	179.6	97	66448653	1.0	0.89	109	8	8769533	8478795	7592142	7908175	7921664	9117422	8333502	8345420
F701	248.0096	42.2	2124	C10H5ClN4O2	singleton	39.13	46.84	1187	15373579	1.0	0.99	1628	8	2151329	1001692	1362112	2209418	2253200	2299022	2236469	2380806
F702	248.0224	20.27	_singleton_2125	C8H9NO6S	singleton	18.76	22.58	1188	18381092	1.0	0.96	1033	8	2356007	1832319	1900350	2031708	2412340	3780441	2080440	2231750
F703	248.0224	216.27	_singleton_2126	C8H9NO6S	singleton	214.72	218.19	1188	1837539	1.0	0.95	211	7	171511	210409	324052	398366	411426	175611	0	157752
F704	248.0257	42.59	2128	C8H7ClN2O2S	singleton	38.74	47.22	1189	7720233	1.0	0.99	779	7	1121041	0	931065	1262491	1085046	1243962	1149204	1224731
F705	158.0839	112.81	kp87_116.0501		M0,ACN	111.25	117.41	460	61854927	1.0	0.86	5065	8	7004878	8921808	10531842	8553585	7390566	7197448	5999748	5447762
F709	199.1078	18.01	_singleton_2130	C9H11NO3	singleton	16.51	21.82	821	2226031	1.0	0.99	18	6	810143	32905	126838	56564	0	0	796925	496092
