id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F6408	241.0971	16.89	14.99	21.04	4046	2824524	1.0	0.99	480	3	0	1152700	1119538	503755	0	0	0	0
F6409	789.5473	69.25	67.4	71.14	3379	1376199	1.0	0.99	255	4	293540	0	0	0	0	175339	618162	429103
F6410	789.5473	74.86	73.01	79.43	3379	2042514	1.0	0.87	234	4	583434	0	0	0	0	427380	452742	575263
F6411	241.1839	16.89	14.99	19.88	4047	1686387	1.0	0.97	259	4	0	262446	468834	378490	590620	0	0	0
F6412	789.6111	65.9	61.42	70.0	3380	47667612	1.0	0.96	4653	8	6270343	4691779	5720161	6057059	5976504	6944072	6432517	5054154
F6413	789.6111	72.63	70.0	74.49	3380	32915502	1.0	0.84	5483	8	5887284	4383547	1112010	4651615	2492351	5777052	3828061	5286531
F6414	102.0662	42.59	38.35	46.45	3739	1827226	0.63	0.98	4	4	0	571268	611086	538841	508354	0	0	0
F6415	102.0662	106.85	102.25	111.25	3739	1992979	0.6	0.87	3	4	0	438039	993729	562151	392188	0	0	0
F6416	102.0662	113.95	111.25	118.53	3739	2699432	0.69	0.87	4	4	0	570649	1078518	732921	523052	0	0	0
F6417	102.0662	133.76	129.14	138.36	3739	7418173	0.64	0.79	6	4	0	1674064	2489923	1940974	1621607	0	0	0
F6418	678.479	17.26	16.51	21.82	3131	7379035	1.0	0.89	34	8	1039398	1314461	1017868	1055686	766974	529254	740100	629367
F6419	678.479	103.4	102.63	106.47	3131	613323	0.1	0.53	3	8	58466	196277	71166	25107	160238	110465	20281	43782
F6420	789.9933	219.35	215.89	239.41	3382	4511006	1.0	0.84	164	3	1673401	0	0	0	0	0	1541118	1389814
F6421	679.0143	147.04	143.25	151.56	3132	673643773	1.0	1.0	156233	8	166556301	166356520	193038774	193509903	194861513	207447795	199383996	168288834
F6422	104.1313	118.9	116.63	120.79	3748	2476838	1.0	0.96	359	5	0	352913	626183	340722	525366	0	585083	0
F6423	104.1313	122.68	120.79	126.47	3748	1740700	1.0	0.98	231	5	0	147447	399756	325000	396094	0	445702	0
F6424	241.2035	8.91	7.39	11.58	4048	555880	0.94	0.99	63	1	0	567885	0	0	0	0	0	0
F6425	241.2035	76.37	74.86	79.04	4048	647898	1.0	0.99	80	3	0	257738	0	356236	0	50277	0	0
F6426	241.2035	81.33	79.04	85.9	4048	887500	1.0	0.99	103	3	0	319017	0	379020	0	96515	0	0
F6427	790.5595	68.88	66.64	71.51	3383	109589832	1.0	0.98	13006	4	26790995	0	0	0	0	25292531	32347218	30565919
F6428	790.5595	74.49	71.51	79.04	3383	118409153	1.0	0.77	12296	5	30077523	0	294892	0	0	28542846	28904112	30087644
F6429	679.4741	74.49	71.88	72.63	3133	47695038	0.5	0.96	6843	4	146130	0	0	0	0	289924	705773	962641
F6430	679.4741	77.13	75.99	81.33	3133	98654744	0.44	0.66	10712	5	10999591	0	552096	0	0	11784955	14584866	15911186
F6431	104.3995	118.53	116.63	120.79	3750	862681	0.78	0.95	127	2	0	451051	0	0	418005	0	0	0
F6432	242.0191	138.74	136.83	143.25	4050	4678385	1.0	0.85	487	4	0	951661	1241055	960494	1281014	0	0	0
F6433	680.0176	147.04	145.18	150.41	3134	247824167	1.0	0.98	39101	8	34926637	34224766	32355406	34433327	30379065	29342318	29384208	31888035
F6434	790.575	59.53	54.95	64.02	3384	54710524	1.0	0.92	133	8	7448142	7124470	7573908	9877827	8908342	6406908	4164924	3900290
F6435	790.575	69.25	66.27	71.51	3384	29782237	1.0	0.98	140	8	867497	6074999	6454998	6061280	6643727	768468	1749080	1122022
F6436	242.053	263.08	258.5	267.67	4051	4367171	0.64	0.9	15	3	0	1870027	0	1243189	1322830	0	0	0
F6437	791.5124	170.72	168.8	173.42	3385	2031788	1.0	0.99	330	4	444831	560897	598699	441489	0	0	0	0
F6438	242.1307	23.7	21.43	27.93	4052	49100882	1.0	0.89	10848	4	0	10448854	11663907	11199979	10699587	0	0	0
F6439	242.949	263.08	258.5	267.67	4053	6678397	1.0	0.86	72	4	0	2078299	1582467	1408327	1793190	0	0	0
F6440	680.4805	14.61	12.34	17.63	3135	308743883	1.0	0.99	4	8	61343694	56872009	62326047	34707411	82570311	55227148	60691353	54365519
F6441	791.5629	68.88	66.64	71.51	3387	49906670	1.0	0.97	8824	4	12242937	0	0	0	0	11567534	14832487	13860906
F6442	791.5629	74.49	71.51	79.04	3387	54863490	1.0	0.79	7997	4	14122532	0	0	0	0	13326587	13781697	13522696
F6443	242.9715	147.79	145.18	150.41	4054	8637206	1.0	0.86	1427	7	0	906477	926496	1001358	1245880	1797988	1330391	1777731
F6444	681.0194	147.41	145.18	150.03	3136	44610767	1.0	0.97	7382	7	7482392	0	5891548	6265641	7062379	7094742	6300833	5789661
F6445	243.0161	139.12	136.83	143.63	4055	4351620	1.0	0.9	432	4	0	1013125	825504	1019437	1284462	0	0	0
F6446	791.5784	59.91	55.33	64.4	3388	27490062	1.0	0.93	162	8	3690507	3918985	3964783	4907298	4119977	3341133	1849003	1987818
F6447	791.5784	69.25	66.64	71.51	3388	14334517	1.0	0.98	142	8	460089	3259794	2912194	3222153	3337528	368265	255183	533311
F6448	681.4839	14.61	12.34	17.63	3137	138980189	1.0	0.99	4	8	27328689	26247747	27431061	16214829	37703120	24363300	27406397	24231127
F6449	243.1123	24.82	22.58	29.46	4056	2705610	1.0	0.85	374	3	0	1725386	0	371781	701269	0	0	0
F6450	792.5333	74.12	72.63	77.89	3389	3002177	1.0	1.0	530	3	726212	0	0	0	0	0	1092515	1198456
F6451	792.5333	129.52	127.23	131.83	3389	853900	1.0	1.0	143	4	172156	0	0	0	474507	0	150759	72371
F6452	244.0317	243.6	239.02	248.19	4057	7973523	1.0	0.94	506	4	0	2964856	1996801	1745974	1599906	0	0	0
F6453	105.0658	7.01	4.31	11.2	3753	3560722	1.0	0.95	18	2	0	3062543	584311	0	0	0	0	0
F6454	105.0658	12.34	11.2	15.37	3753	4789093	1.0	0.84	24	3	0	293583	324340	4225570	0	0	0	0
F6455	105.0658	17.63	15.37	21.82	3753	3320675	0.96	0.82	9	5	0	532836	585999	790478	954856	443180	0	0
F6456	105.0658	26.36	22.95	29.46	3753	1766796	0.52	0.64	3	5	0	547627	577685	625674	122146	25487	0	0
F6457	105.0658	32.55	29.46	32.94	3753	1161920	0.52	0.83	3	5	0	296245	374675	408691	100096	27546	0	0
F6458	105.0658	33.71	32.94	38.35	3753	3005181	0.52	0.51	3	5	0	482128	620059	645778	220852	47153	0	0
F6459	105.0658	106.47	101.86	111.25	3753	2865797	0.56	0.9	5	5	0	508457	813775	842163	498636	283651	0	0
F6460	105.0658	113.19	111.25	117.79	3753	1729944	0.55	0.7	4	5	0	300409	466172	469763	240492	301644	0	0
F6461	105.0658	128.37	123.79	131.06	3753	3707402	0.62	0.77	6	5	0	642073	847996	977595	697151	564640	0	0
F6462	682.3258	87.41	85.53	88.16	3138	1101287	1.0	0.97	210	3	749077	0	0	283161	114742	0	0	0
F6463	682.3258	91.5	88.16	93.39	3138	4143438	1.0	0.89	636	3	854154	0	0	1874578	1376866	0	0	0
F6464	244.1277	23.7	21.82	26.36	4058	15202939	1.0	0.85	3470	4	0	3426433	3493658	3349382	3328488	0	0	0
F6465	107.0476	132.6	129.9	137.22	3756	1912858	1.0	0.95	245	3	0	795848	526775	0	607847	0	0	0
F6466	792.5538	63.65	59.14	67.77	3390	23606690	1.0	0.97	159	8	3016006	2831981	2594975	3244565	3501701	2860873	2791284	2708585
F6467	792.5538	71.88	68.88	73.01	3390	9685328	1.0	0.92	160	8	969796	1912801	1181925	1820703	1419659	1172785	669349	816885
F6468	244.1848	24.07	22.58	25.97	4059	1386592	1.0	0.96	276	1	0	1393609	0	0	0	0	0	0
F6469	108.0148	42.2	39.51	45.31	3757	1956590	1.0	0.99	232	1	0	1974016	0	0	0	0	0	0
F6470	792.5665	69.25	67.4	70.38	3391	6560659	0.43	0.96	1730	4	1546321	0	0	0	0	596306	2837753	2173557
F6471	247.0139	50.32	47.6	53.78	4061	1208969	1.0	1.0	175	1	0	1382392	0	0	0	0	0	0
F6472	792.5903	61.04	56.48	65.54	3392	218087478	1.0	0.97	92	8	28489394	29030933	32003479	36808746	33211005	26475912	18268834	16567749
F6473	792.5903	69.62	66.27	73.38	3392	205803112	1.0	0.99	205	8	23007031	30533219	28256964	30437995	29671933	22241813	22195411	21397358
F6474	247.0867	19.14	16.51	22.2	4062	4364476	1.0	0.98	657	4	0	648614	1570927	1331836	807080	0	0	0
F6475	108.0556	189.85	185.28	194.08	3758	5725128	0.55	0.93	6	4	0	1530202	0	1969725	1945514	281136	0	0
F6476	108.0556	200.54	199.01	204.36	3758	3951462	0.55	0.97	6	4	0	986838	0	916869	964277	1105244	0	0
F6477	248.0952	189.08	187.18	192.16	4063	1144750	1.0	0.99	180	2	0	647369	513033	0	0	0	0	0
F6478	682.4871	14.61	12.34	19.14	3139	50421971	1.0	0.95	7	8	6861436	7003358	7302405	4585214	8951320	5380960	6895801	6384099
F6479	793.5576	64.78	60.29	67.4	3393	11530631	1.0	0.93	398	8	1513450	1458436	1501113	1459477	1512376	1439323	1279031	1427493
F6480	793.5576	71.88	67.4	72.63	3393	5363310	1.0	0.88	319	8	680147	916049	615775	963729	1193321	297816	431244	420514
F6481	110.0199	41.82	39.9	45.31	3759	10151174	1.0	0.94	1186	1	0	10166174	0	0	0	0	0	0
F6482	682.7556	139.49	137.22	141.72	3140	3073232	1.0	1.0	527	2	1630562	0	0	0	0	0	0	1455677
F6483	793.5938	60.67	56.1	65.15	3394	113033347	1.0	0.97	106	8	14787334	15139804	15846269	19113846	17406684	13191124	9970589	8848387
F6484	793.5938	69.62	66.27	73.75	3394	104819728	1.0	0.98	223	8	11537026	15415339	14283730	15321069	15116365	11569987	11481479	11203964
F6485	250.1286	56.1	51.47	59.53	4066	4934715	1.0	0.91	355	4	0	1020986	1509752	1303205	1304890	0	0	0
F6486	250.1286	178.82	176.89	181.52	4066	693406	0.92	1.0	116	4	0	170113	215683	209919	110696	0	0	0
F6487	110.5216	42.2	39.9	45.31	3761	891449	1.0	0.98	100	1	0	910724	0	0	0	0	0	0
F6488	794.5335	68.51	67.02	70.38	3395	933123	1.0	0.99	173	3	0	0	0	0	0	68909	587949	426064
F6489	794.5335	74.86	72.63	79.43	3395	7839840	1.0	0.69	648	4	1534949	0	0	0	0	1972854	2033045	2219690
F6490	251.2231	18.76	16.51	21.82	4069	1706293	1.0	0.99	237	4	0	0	0	0	403177	393287	459809	474357
F6491	794.5487	121.55	120.03	124.93	3396	20275472	1.0	0.85	3103	8	2440211	2471734	3721109	2797296	2606470	2259148	1947996	2045508
F6492	794.5487	127.23	124.93	130.67	3396	23844548	1.0	0.99	3315	8	2750088	2953156	3542732	3428626	3359230	2612593	2344846	2370573
F6493	111.0746	191.38	186.8	194.85	3763	7606433	0.95	0.9	22	4	0	2544743	1838365	1627509	1503534	0	0	0
F6494	111.0746	196.72	194.85	201.32	3763	6213019	1.0	0.79	28	4	0	2014079	2064360	1158931	865568	0	0	0
F6495	252.0157	42.59	39.9	45.31	4070	2266084	1.0	0.98	243	1	0	2281090	0	0	0	0	0	0
F6496	794.5695	63.28	58.76	67.77	3397	27985827	1.0	0.96	514	8	3063027	3164123	3768687	3951680	3371451	3297221	3824314	3429673
F6497	794.5695	71.14	69.62	74.12	3397	13687625	1.0	0.88	520	8	1358102	1832519	1447182	2287647	2163472	1510263	1614747	1722597
F6498	252.0956	173.81	172.27	178.44	4072	9113533	1.0	0.97	1596	4	0	1887074	2432332	2661080	2150047	0	0	0
F6499	683.4902	5.47	2.02	7.77	3141	3639210	0.45	0.77	4	8	516304	439888	427138	589017	513404	437796	410907	348565
F6500	683.4902	14.23	12.34	16.89	3141	6646383	1.0	0.92	20	8	799573	796636	903490	404114	1327584	947740	677684	802562
F6501	683.4902	32.55	29.08	33.71	3141	2627884	0.42	0.62	3	8	351769	301916	342704	374925	358410	337506	277550	317007
F6502	683.4902	47.6	42.98	49.55	3141	3176447	0.42	0.91	7	8	444834	389446	446896	421325	399160	422800	353806	355850
F6503	683.4902	127.23	123.79	130.28	3141	1053526	0.33	0.65	3	8	160771	113411	153414	142826	115897	133271	145253	106683
F6504	254.1151	18.38	16.89	20.66	4074	1367430	1.0	0.96	267	1	0	1378435	0	0	0	0	0	0
F6505	112.0393	154.27	149.65	158.88	3764	1163109	1.0	0.99	21	2	0	592756	593383	0	0	0	0	0
F6506	794.6059	61.8	57.24	66.27	3398	538818118	1.0	0.99	198	8	72642543	66256664	72064006	83864738	79106175	69541649	53399690	48941702
F6507	794.6059	70.0	67.02	74.49	3398	493434573	1.0	0.99	384	8	57552191	70580090	67023418	69691863	71044376	56868183	52963124	51666213
F6508	684.2032	14.23	12.72	18.76	3142	33191339	1.0	0.97	7201	7	6925971	2001187	3123423	1775560	0	7182564	6364915	5834719
F6509	794.7485	139.49	137.98	141.35	3399	25483242	1.0	0.95	5336	4	5758161	0	0	0	0	6440267	6469361	6825453
F6510	255.0426	21.82	20.27	23.7	4076	506748	1.0	0.99	100	1	0	516752	0	0	0	0	0	0
F6511	795.0113	147.41	145.18	149.28	3400	74666911	1.0	0.95	12500	6	10870979	0	11141446	12874217	15149375	15838009	11285223	0
F6512	795.5128	147.41	145.55	149.28	3401	25409653	1.0	0.93	5051	5	4850686	5345689	0	0	4275543	6202771	4745964	0
F6513	255.1452	75.23	73.75	79.81	4077	18352908	1.0	0.98	3418	4	0	1362523	5613394	5866071	4577618	0	0	0
F6514	255.1452	192.54	190.62	195.98	4077	1682337	1.0	0.93	216	4	0	440995	462349	410350	360720	0	0	0
F6515	795.5368	75.23	73.38	79.81	3402	3001861	1.0	0.65	290	3	1294231	0	0	0	0	0	750177	981289
F6516	255.1817	235.2	230.67	239.79	4078	6990072	1.0	0.97	261	4	0	2080781	1904702	1600035	1386599	0	0	0
F6517	795.5522	121.55	120.41	125.32	3403	10843647	1.0	0.84	1648	8	1346892	1413989	1951189	1831397	1151034	1169122	975557	1018467
F6518	795.5522	127.23	125.32	131.83	3403	12649917	1.0	0.97	1752	8	1403273	1486879	1859662	2015843	1716482	1357156	1325010	1192033
F6519	112.0505	76.37	73.01	80.95	3765	4420954	1.0	0.98	11	5	0	1129008	1225854	1297160	973218	0	149862	0
F6520	112.0505	83.24	80.95	87.03	3765	1113966	0.48	0.94	3	5	0	287525	329305	275994	302713	0	311676	0
F6521	112.0505	126.85	119.65	137.98	3765	3668888	0.43	0.57	2	5	0	948198	902208	895495	998046	0	916636	0
F6522	256.11	18.76	16.89	23.32	4080	78530872	1.0	0.88	11477	4	0	21192312	18192172	22525553	13614702	0	0	0
F6523	685.4361	13.86	12.34	16.13	3143	2660280	0.87	0.74	13	7	412293	71572	54633	0	845454	416948	411420	458960
F6524	685.4361	42.59	37.96	46.07	3143	2159211	0.73	0.69	172	8	301628	256154	468750	370059	225252	203438	255484	147923
F6525	685.4361	132.21	127.61	136.83	3143	10119022	1.0	0.87	26	8	1327676	1188871	1435055	1293399	1144357	1285263	1168698	1149833
F6526	685.4361	144.79	141.72	146.67	3143	13822502	1.0	0.98	111	8	1636902	1862358	1945827	2210622	2158484	1968602	1803253	1355104
F6527	685.4361	149.28	146.67	152.72	3143	27374055	1.0	0.91	235	8	4093675	2963559	3000032	2875194	3653825	3528769	3657016	3256422
F6528	685.4361	156.96	152.72	159.63	3143	7877760	0.99	0.92	30	8	975948	800518	952956	1049523	967316	1026165	956253	1000366
F6529	685.4361	161.13	159.63	163.81	3143	5213685	1.0	0.91	41	8	599513	679245	737823	840536	651417	563786	512458	467498
F6530	685.4361	169.57	164.95	174.19	3143	8278394	0.99	0.73	30	8	1072864	990628	1316306	1069264	919374	1020856	938225	942057
F6531	685.4361	176.12	174.19	180.36	3143	3418490	0.78	0.84	15	8	521494	328044	444313	398800	334094	473821	495580	439344
F6532	685.4361	192.16	187.94	193.3	3143	2388943	0.73	0.71	7	8	305732	363877	410127	345161	182478	259111	258370	222419
F6533	795.5734	64.02	59.53	67.77	3404	14663813	1.0	0.94	1193	8	1667831	2058428	2041024	1517282	1898824	1574625	2146839	1719480
F6534	795.5734	70.76	69.25	72.63	3404	6787297	1.0	0.73	1223	8	1033377	1108665	831681	494394	1078183	297062	1119924	997472
F6535	257.9681	263.08	258.5	267.29	4082	8652527	1.0	0.92	61	4	0	2769455	2104905	1875444	2057556	0	0	0
F6536	113.9636	42.59	37.96	46.84	3766	1607899	1.0	0.99	62	1	0	1636026	0	0	0	0	0	0
F6537	257.9826	115.1	112.81	119.65	4083	2315916	1.0	0.64	201	2	0	1009405	1197504	0	0	0	0	0
F6538	258.1069	18.76	16.89	21.43	4084	17568744	1.0	0.73	3537	3	0	6308237	5855152	4584355	0	0	0	0
F6539	795.6094	61.42	56.86	65.9	3405	277867168	1.0	0.97	233	8	37730420	33727560	36573368	43129687	40581190	35834506	27831097	26018541
F6540	795.6094	70.0	66.64	74.12	3405	254529323	1.0	0.99	458	8	29386686	37127480	33826414	36549375	35859975	29154477	27947918	26765593
F6541	258.1445	141.72	139.86	144.4	4085	1303769	1.0	1.0	232	3	0	464782	466196	389146	0	0	0	0
F6542	796.5489	68.51	64.4	71.88	3406	63645889	1.0	0.98	7535	4	15595077	0	0	0	0	14625013	18062746	17324710
F6543	796.5489	74.12	71.88	78.66	3406	50244430	1.0	0.88	5958	4	12826885	0	0	0	0	12462826	12413429	12551831
F6544	258.1507	141.72	140.23	144.4	4086	28464064	1.0	0.96	7630	5	0	8201282	8248735	6523039	5088672	0	306200	0
F6545	114.0549	125.7	123.05	130.28	3767	3393556	1.0	0.95	7	4	0	714827	969373	905874	929257	0	0	0
F6546	114.0549	159.63	155.03	163.81	3767	3097700	1.0	0.69	3	4	0	746488	737068	920390	795312	0	0	0
F6547	114.0549	180.75	176.12	183.41	3767	2726224	1.0	0.75	4	4	0	658306	596014	789108	813334	0	0	0
F6548	114.0549	186.42	183.41	190.24	3767	2294480	0.66	0.81	3	4	0	722864	600825	597896	457279	0	0	0
F6549	258.2175	23.32	21.43	26.36	4087	1611511	1.0	0.99	299	2	0	731352	897669	0	0	0	0	0
F6550	796.5851	63.28	58.76	67.02	3407	115917067	1.0	0.97	1097	8	14834426	13926411	14836527	15683591	16436455	14492033	13797846	12482661
F6551	796.5851	70.38	67.02	74.86	3407	94065654	1.0	0.96	1453	8	11506170	13395417	11990369	13169196	13159715	11081743	10382767	10180351
F6552	116.0342	177.67	175.35	181.91	3770	4016730	1.0	0.98	122	4	0	1040215	962726	1065513	966280	0	0	0
F6553	259.1107	18.38	16.51	22.2	4088	3462867	1.0	0.99	441	4	0	903793	1006920	880908	537788	0	0	0
F6554	686.4395	5.08	1.28	7.77	3144	1190730	0.77	0.63	13	8	256355	123245	46141	90463	153490	156627	143407	163758
F6555	686.4395	77.13	75.23	80.19	3144	1320387	0.88	0.9	33	4	338954	0	0	0	0	247171	291340	420518
F6556	686.4395	132.21	127.61	136.83	3144	4358597	0.88	0.91	28	8	518860	514235	622647	605194	489169	602486	474045	484231
F6557	686.4395	144.79	142.1	146.67	3144	5464000	1.0	0.95	105	8	800372	727352	878038	865635	977546	706589	565000	462230
F6558	686.4395	149.28	147.79	152.72	3144	10910890	1.0	0.84	235	8	1494965	1166652	1336933	1225283	1275255	1358967	1365569	1460825
F6559	686.4395	155.82	152.72	159.63	3144	3350182	0.88	0.82	28	8	463245	323695	473868	376861	420578	384342	429142	469424
F6560	686.4395	160.75	159.63	163.81	3144	2083983	0.89	0.87	39	8	250989	249048	402344	287068	272538	244624	237552	172780
F6561	686.4395	166.49	163.81	164.95	3144	1683028	0.85	0.96	25	5	28313	0	0	12497	0	16140	28942	18158
F6562	686.4395	169.57	168.42	173.81	3144	3389069	0.88	0.67	35	8	217054	232546	292017	241270	193098	256413	247390	245163
F6563	686.4395	176.89	173.81	180.75	3144	1303800	0.75	0.79	16	8	209022	119642	179951	121198	119211	190577	225691	157508
F6564	796.6151	47.99	44.15	48.78	3408	2844568	0.33	0.84	8	7	205868	0	509085	218478	227513	398173	701686	644488
F6565	796.6151	58.76	56.86	59.53	3408	5652250	0.43	0.75	632	5	1117293	0	874215	1176628	0	1216900	1275214	0
F6566	687.5437	84.38	81.33	87.41	3145	4742141	1.0	0.99	622	7	713167	532745	688581	735931	561386	0	828015	709563
F6567	260.1969	235.96	233.29	237.11	4089	1540858	1.0	0.99	238	2	0	1533872	8311	0	0	0	0	0
F6568	260.1969	239.79	237.11	242.84	4089	4658660	1.0	0.97	571	4	0	371531	1833847	1457069	953851	0	0	0
F6569	688.4552	77.51	73.01	81.33	3146	8422559	1.0	0.92	681	4	1547030	0	0	0	0	2114622	2508410	2177098
F6570	116.0899	228.78	224.29	233.29	3771	4960104	1.0	0.94	152	4	0	1333176	1310049	1192946	1207206	0	0	0
F6571	260.9575	263.08	258.5	267.67	4090	5539414	1.0	0.86	95	4	0	1837007	1428288	1160002	1264110	0	0	0
F6572	796.6204	62.54	58.0	66.64	3409	88262978	1.0	0.98	742	8	12467838	11293664	12172561	12656694	13305020	10110893	9148168	8111783
F6573	796.6204	70.0	68.14	74.12	3409	116725012	1.0	0.97	2046	8	14404195	18090711	15774242	18020592	16660334	13435126	11273748	9981098
F6574	689.0168	225.79	221.26	230.29	3147	4267598	0.91	0.94	239	3	1671158	0	0	0	0	1152963	1521313	0
F6575	116.9859	263.08	258.5	267.67	3773	4533920	0.6	0.91	13	3	0	1979065	0	1299496	1362383	0	0	0
F6576	796.7467	139.86	137.98	141.35	3410	10688842	1.0	0.84	2412	3	4371470	0	0	0	0	0	3014326	3313046
F6577	261.0532	225.79	223.54	230.29	4091	1734454	1.0	0.65	143	1	0	1777886	0	0	0	0	0	0
F6578	689.5595	84.76	82.1	88.16	3148	25397717	1.0	0.93	3347	8	3241148	3239571	3915420	3600271	2876845	3245379	2928607	2694565
F6579	117.0572	113.19	110.84	117.79	3774	4351648	1.0	0.95	618	6	0	792177	788274	873913	698404	583233	0	584131
F6580	690.0241	226.16	221.64	230.67	3149	12638212	1.0	0.95	668	4	4281825	0	0	0	0	2553293	3716018	2246439
F6581	797.5524	68.51	64.78	71.51	3411	28826239	1.0	0.96	3513	4	7211188	0	0	0	0	6137936	8517293	7810617
F6582	797.5524	74.12	71.51	78.66	3411	24646784	1.0	0.85	2992	4	6402056	0	0	0	0	6257347	6048548	5820366
F6583	262.8879	216.65	214.72	219.73	4093	969797	1.0	0.99	138	2	0	385541	647310	0	0	0	0	0
F6584	118.1158	142.1	139.86	144.79	3775	863968	1.0	0.98	129	2	0	447950	430024	0	0	0	0	0
F6585	690.4707	73.75	71.14	74.86	3150	18194322	1.0	0.94	2788	5	3488742	0	411273	0	0	4538821	5014834	5110508
F6586	690.4707	76.75	74.86	81.33	3150	29485487	1.0	0.96	5675	5	5197215	0	637436	0	0	6615866	6818120	8642067
F6587	119.5228	42.59	39.51	45.69	3777	2972781	1.0	0.99	338	1	0	2991126	0	0	0	0	0	0
F6588	797.5886	62.91	58.38	67.4	3412	59874117	1.0	0.97	2005	8	7530312	7560799	7420747	8040515	8358731	7447911	7156970	6642848
F6589	797.5886	70.76	67.77	75.23	3412	45146590	1.0	0.98	2823	8	4605356	6700672	6257711	6383901	6468448	5589446	5198899	4728012
F6590	690.5629	85.15	82.48	87.03	3151	8400847	1.0	0.75	1395	7	893816	933325	1533978	1514825	1296221	1175793	1065889	0
F6591	264.0896	17.26	15.75	20.27	4095	1493684	1.0	0.99	262	3	0	396524	623370	398053	0	0	0	0
F6592	264.0896	22.95	20.27	24.44	4095	1536247	1.0	0.99	297	3	0	338904	783341	338705	0	0	0	0
F6593	691.0119	225.79	221.26	230.29	3152	49071297	0.96	0.94	2619	4	14165867	0	0	0	0	9602788	15224568	10408949
F6594	797.6247	62.91	58.38	67.02	3413	50408793	1.0	0.98	1019	8	7010879	6251435	6319853	7832404	7392358	6467404	4949380	4657224
F6595	797.6247	70.76	67.02	74.49	3413	65836884	1.0	0.98	2412	8	8429860	9880655	9103331	10217808	9621040	7365735	5949260	5842160
F6596	265.0249	122.3	119.27	125.32	4096	4190132	0.64	0.91	348	4	0	1136908	1306483	851375	0	0	925266	0
F6597	124.0947	143.63	141.72	145.18	3778	3007879	1.0	1.0	402	4	0	1174797	935739	577217	452039	0	0	0
F6598	691.4742	73.75	71.51	72.25	3153	8323534	0.47	0.86	1057	3	69966	0	0	0	0	0	331700	189218
F6599	691.4742	76.75	75.61	80.57	3153	17449404	0.8	0.53	2064	4	1942885	0	0	0	0	2281873	2293551	3079656
F6600	265.0489	20.27	18.38	22.58	4097	3077692	1.0	1.0	575	3	0	885430	1176589	1029546	0	0	0	0
F6601	125.0276	243.6	239.02	248.19	3779	12152160	1.0	0.93	647	4	0	3460877	3203566	2962638	2919202	0	0	0
F6602	691.9844	146.67	145.18	148.91	3154	1407250	1.0	0.92	207	1	1418253	0	0	0	0	0	0	0
F6603	265.9992	132.21	129.9	136.83	4098	2312142	1.0	0.91	261	2	0	954269	1376980	0	0	0	0	0
F6604	798.5645	68.51	64.02	71.88	3414	652574408	1.0	0.97	7747	8	158224613	644259	738172	1045813	1434149	153885466	181984115	172188626
F6605	798.5645	74.12	71.88	78.66	3414	393482438	1.0	0.95	6074	8	100027688	1899829	1786010	1849020	2099262	96584248	95680358	95734865
F6606	798.5645	96.85	92.25	101.48	3414	2035877	0.44	0.57	2	8	414917	40088	64712	73518	23594	490043	546086	402125
F6607	692.0193	226.16	221.64	230.67	3155	104018448	0.96	0.96	1300	4	33790156	0	0	0	0	21122256	30436854	19259065
F6608	798.6001	65.15	61.04	68.88	3415	22293183	1.0	0.98	2525	8	2741308	3338762	1857061	3126547	2143983	2429843	3520297	2903591
F6609	798.6001	72.25	68.88	74.86	3415	22859927	1.0	0.97	3709	8	2753368	3054791	2167916	2903552	3499137	3573973	2742032	2182158
F6610	693.0236	226.16	221.64	230.67	3156	27485820	1.0	0.86	1541	4	9036596	0	0	0	0	5970975	7522923	5156179
F6611	693.0236	236.73	235.58	240.93	3156	1516205	0.63	0.9	172	4	562161	0	0	0	0	342151	455225	171668
F6612	798.6288	61.8	57.62	65.54	3416	9113105	1.0	0.83	848	8	1512104	954554	1301911	1461772	1338785	1186771	858744	677832
F6613	798.6288	70.0	68.51	71.88	3416	9878604	1.0	0.94	2193	8	377343	1997056	1654478	1742742	1645822	983630	841489	646044
F6614	694.0232	226.16	222.4	229.15	3157	2964638	1.0	0.79	253	3	1070284	0	0	0	0	946995	953687	0
F6615	694.0232	229.91	229.15	234.44	3157	1385960	0.91	0.77	139	3	491487	0	0	0	0	324370	569601	0
F6616	266.1864	7.39	3.55	10.82	4099	1945469	0.85	0.62	6	4	0	815503	0	506649	407667	291982	0	0
F6617	266.1864	12.72	10.82	15.37	4099	1064635	0.81	0.94	6	4	0	131585	0	486408	278416	208680	0	0
F6618	266.1864	18.38	15.37	22.95	4099	1433112	1.0	0.89	8	4	0	171772	0	185147	535438	593832	0	0
F6619	266.1864	25.2	22.95	28.7	4099	723263	0.39	0.97	4	4	0	230812	0	197713	216699	185403	0	0
F6620	266.1864	84.38	80.19	88.53	4099	1837892	0.83	0.82	3	4	0	528607	0	445274	505883	438694	0	0
F6621	127.0502	126.09	123.05	130.67	3783	30925931	0.79	0.96	41	5	0	12586305	1717949	11618627	3695225	0	0	618280
F6622	127.0502	169.57	168.42	172.65	3783	1854983	0.43	0.76	2	5	0	526392	459189	396844	254235	0	0	312075
